id,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
8.52167E+17,87%,76%,f,102,193,t,t,Jamaica Plain,42.32853,-71.11256,Entire rental unit,Entire home/apt,4,2,2,0,$339.00 ,29,365,t,30,60,90,341,4,0,0,100,0,0,0,4.5,4.5,4.25,5,5,5,4.25,f,72,72,0,0,0.13
8.53392E+17,100%,96%,f,5084,5865,t,t,Fenway,42.3475057,-71.1010258,Entire rental unit,Entire home/apt,2,1,1,1,$435.00 ,32,1125,t,0,0,0,125,0,0,0,0,0,0,0,,,,,,,,t,343,343,0,0,
8.55178E+17,80%,92%,t,1,1,t,t,Mattapan,42.28312,-71.09187,Private room in rental unit,Private room,2,1,1,1,$88.00 ,1,1125,t,9,31,40,40,65,15,0,40,24,90,7920,4.86,4.89,4.97,4.86,4.89,4.45,4.83,f,1,0,1,0,2.41
8.57175E+17,100%,100%,f,3,4,t,t,Dorchester,42.3140755,-71.0571589,Private room in home,Private room,1,1,1,1,$55.00 ,29,1125,t,0,23,53,328,4,1,0,62,1,58,3190,4,4,4,4,4,4,4,t,3,0,3,0,0.14
8.58659E+17,100%,100%,t,2,2,t,t,West Roxbury,42.29362,-71.13868,Entire home,Entire home/apt,5,1,2,2,$340.00 ,2,28,t,15,39,69,344,79,25,0,79,32,150,51000,4.99,4.96,4.96,4.97,4.97,4.89,4.86,f,1,1,0,0,2.64
8.59566E+17,100%,100%,t,1,1,t,t,East Boston,42.36971098,-71.04019015,Entire home,Entire home/apt,6,2,3,3,$300.00 ,2,1125,t,3,18,42,270,50,12,1,50,18,72,21600,4.78,4.76,4.94,4.94,4.96,4.68,4.7,f,1,1,0,0,1.79
8.59693E+17,100%,100%,f,1,1,f,t,Roxbury,42.3263693,-71.0918622,Entire home,Entire home/apt,6,1.5,3,6,$250.00 ,29,1125,t,0,0,22,297,2,2,0,31,1,116,29000,5,5,5,5,5,4.5,4.5,f,1,1,0,0,0.19
8.60164E+17,75%,69%,f,2,2,t,t,Charlestown,42.37930141,-71.06538014,Entire home,Entire home/apt,8,3,4,5,$836.00 ,29,365,t,28,58,88,88,1,0,0,88,0,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0.04
8.61596E+17,100%,100%,f,5,8,t,t,Dorchester,42.28368295,-71.07296703,Entire rental unit,Entire home/apt,6,2,3,3,$367.00 ,1,365,t,16,43,73,348,41,11,1,83,14,66,24222,4.8,4.78,4.68,4.93,4.93,4.34,4.54,t,5,4,1,0,1.39
8.61746E+17,100%,98%,t,4,8,t,t,South Boston,42.3349257,-71.0449714,Entire home,Entire home/apt,13,2.5,4,7,$569.00 ,2,45,t,20,31,55,317,92,34,2,61,37,204,116076,4.96,4.98,4.91,5,5,4.96,4.84,f,1,1,0,0,3.31
8.61789E+17,100%,95%,t,1,1,t,t,Roslindale,42.2786954,-71.1178624,Entire condo,Entire home/apt,4,1.5,2,2,$180.00 ,3,1125,t,4,19,45,304,45,7,0,55,18,42,7560,4.89,4.96,4.93,4.93,4.96,4.44,4.82,f,1,1,0,0,1.6
8.62442E+17,N/A,N/A,f,1,1,t,t,Dorchester,42.31914891,-71.05435938,Entire rental unit,Entire home/apt,2,1,1,1,$158.00 ,29,365,t,29,59,89,364,1,0,0,99,0,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0.03
8.63829E+17,N/A,N/A,f,1,1,f,t,Jamaica Plain,42.30589,-71.10483,Private room in rental unit,Private room,1,,,,,29,365,t,0,0,0,0,3,0,0,0,0,0,,5,5,5,5,5,5,5,f,1,0,1,0,0.11
8.64022E+17,100%,100%,f,5,8,t,t,Dorchester,42.28307,-71.07269,Private room in rental unit,Private room,2,1,1,1,$630.00 ,1,365,t,30,60,90,365,0,0,0,100,0,0,0,,,,,,,,t,5,4,1,0,
8.64291E+17,N/A,80%,f,1,1,t,t,Dorchester,42.28877,-71.05672,Entire rental unit,Entire home/apt,5,,2,,,2,29,t,0,0,0,0,45,3,0,0,20,18,,4.8,4.78,4.84,4.87,4.96,4.56,4.71,f,1,1,0,0,1.55
8.65065E+17,99%,98%,f,17,17,t,t,Dorchester,42.30792252,-71.06957951,Entire home,Entire home/apt,14,2,5,8,$437.00 ,2,28,t,13,41,71,72,78,23,0,72,27,138,60306,4.65,4.69,4.65,4.86,4.87,4.35,4.62,f,3,3,0,0,2.64
8.65212E+17,100%,100%,t,3,3,t,t,Dorchester,42.292908,-71.0629855,Private room in bed and breakfast,Private room,2,,,,,1,10,t,0,0,0,0,236,77,7,0,107,255,,4.98,4.98,4.85,4.99,4.99,4.78,4.95,f,3,0,3,0,7.95
8.65458E+17,100%,96%,f,10,22,t,t,Jamaica Plain,42.32263153,-71.10684266,Private room in home,Private room,2,,,,,29,1125,t,0,0,0,0,7,0,0,0,0,0,,4.86,4.86,4.57,4.86,5,4.57,4.29,f,10,1,9,0,0.24
8.65492E+17,100%,96%,f,10,22,t,t,Jamaica Plain,42.32426,-71.10649,Private room in home,Private room,2,,,,,2,90,t,1,1,1,1,20,7,0,1,11,42,,4.8,4.85,4.8,4.95,4.95,4.9,4.7,f,10,1,9,0,0.67
8.65495E+17,100%,96%,f,10,22,t,t,Jamaica Plain,42.32406084,-71.10620077,Private room in home,Private room,2,1,1,1,$125.00 ,2,1125,t,12,17,17,17,11,2,0,17,4,12,1500,4.64,4.55,4.36,4.82,4.82,4.36,4.36,t,10,1,9,0,0.39
8.65503E+17,100%,96%,f,10,22,t,t,Jamaica Plain,42.32283188,-71.10689356,Private room in home,Private room,2,,,,,29,1125,t,2,5,5,5,9,1,0,5,2,58,,4.89,4.89,4.67,4.89,4.78,4.78,4.44,t,10,1,9,0,0.3
8.65786E+17,100%,100%,t,1,1,t,t,South End,42.34111233,-71.07471588,Private room in condo,Private room,1,1,1,1,$100.00 ,30,77,t,1,23,53,232,13,6,0,62,5,255,25500,4.92,5,5,4.92,5,5,4.92,f,1,0,1,0,0.48
8.66575E+17,100%,100%,f,59,74,t,t,Fenway,42.34081347,-71.10125878,Entire rental unit,Entire home/apt,2,1,0,1,$282.00 ,1,365,t,5,28,53,232,9,9,1,62,0,54,15228,4.89,5,4.89,4.89,5,5,4.33,f,59,59,0,0,1.93
8.66648E+17,N/A,N/A,f,2,3,t,t,Brighton,42.34629089,-71.13905866,Entire rental unit,Entire home/apt,4,1,2,4,$185.00 ,91,365,t,29,59,89,364,0,0,0,99,0,0,0,,,,,,,,f,1,1,0,0,
8.67584E+17,100%,58%,f,21,29,t,t,Dorchester,42.32136235,-71.05950817,Entire home,Entire home/apt,2,1,1,1,$109.00 ,31,365,t,29,58,87,362,2,1,0,96,0,62,6758,5,5,5,5,5,5,5,f,9,9,0,0,0.09
8.691E+17,100%,100%,t,1,1,t,t,East Boston,42.3672321,-71.0383392,Entire rental unit,Entire home/apt,4,1,2,2,$286.00 ,1,365,t,3,19,45,293,154,60,3,52,71,255,72930,4.95,4.93,4.89,4.98,4.98,4.93,4.84,f,1,1,0,0,5.22
8.69665E+17,100%,100%,t,3,4,t,t,Dorchester,42.3177103,-71.05689193,Private room in rental unit,Private room,1,1,1,1,$90.00 ,29,59,t,0,27,57,237,9,3,0,67,3,174,15660,4.89,5,5,4.89,5,4.78,4.78,f,3,1,2,0,0.32
8.70197E+17,100%,58%,f,21,29,t,t,Dorchester,42.32121928,-71.05758895,Entire home,Entire home/apt,2,1,1,1,$109.00 ,30,365,t,26,55,85,360,2,0,0,95,1,0,0,5,5,5,5,5,5,5,f,9,9,0,0,0.08
8.709E+17,100%,98%,t,1,1,t,t,Allston,42.3509,-71.14514,Entire rental unit,Entire home/apt,6,2,3,4,$550.00 ,1,62,t,13,34,55,200,107,42,3,56,42,252,138600,4.99,5,5,4.98,4.99,4.9,4.91,f,1,1,0,0,3.75
8.72334E+17,100%,58%,f,21,29,t,t,Dorchester,42.31936111,-71.05769352,Entire home,Entire home/apt,3,1,0,1,$119.00 ,31,365,t,0,0,2,277,4,0,0,12,1,0,0,4.75,4.75,4.75,4.75,5,4.75,4.5,f,9,9,0,0,0.14
8.72453E+17,N/A,N/A,f,1,5,t,f,Fenway,42.34737,-71.10376,Entire rental unit,Entire home/apt,2,1,1,1,$355.00 ,91,730,t,0,0,9,284,0,0,0,19,0,0,0,,,,,,,,f,1,1,0,0,
8.72961E+17,100%,96%,f,5084,5865,t,t,South End,42.3439382,-71.0638329,Entire rental unit,Entire home/apt,2,1,1,1,$321.00 ,32,1125,t,0,0,0,245,0,0,0,0,0,0,0,,,,,,,,t,343,343,0,0,
8.73477E+17,N/A,N/A,t,1,2,f,t,Dorchester,42.30335,-71.07435,Entire home,Entire home/apt,2,,1,,,1,365,t,0,0,0,0,73,0,0,0,32,0,,4.92,4.9,4.88,4.9,4.84,4.48,4.77,f,1,1,0,0,2.85
8.73655E+17,100%,96%,f,5084,5865,t,t,South End,42.3452369,-71.0639399,Entire rental unit,Entire home/apt,2,1,1,1,$381.00 ,32,1125,t,13,43,73,348,0,0,0,82,0,0,0,,,,,,,,t,343,343,0,0,
8.73658E+17,100%,96%,f,5084,5865,t,t,South Boston,42.3311374,-71.0469214,Entire rental unit,Entire home/apt,2,1,1,1,$265.00 ,32,1125,t,0,0,0,207,1,0,0,0,0,0,0,3,1,1,1,4,5,3,t,343,343,0,0,0.04
8.73911E+17,100%,100%,t,6,6,t,t,South End,42.3426862,-71.07805606,Entire rental unit,Entire home/apt,6,2.5,3,3,"$1,020.00 ",3,365,t,19,48,73,336,23,8,0,82,9,48,48960,5,5,5,5,5,5,4.83,t,1,1,0,0,0.89
8.74158E+17,100%,100%,t,39,40,t,t,Brighton,42.3469948,-71.1452694,Entire rental unit,Entire home/apt,5,1,1,2,$171.00 ,1,365,t,12,41,71,139,65,56,3,80,18,255,43605,4.75,4.85,4.89,4.83,4.83,4.83,4.66,t,39,39,0,0,2.24
8.74695E+17,N/A,100%,f,1,1,t,t,Dorchester,42.31741288,-71.0531595,Entire home,Entire home/apt,9,,4,,,2,27,t,0,0,0,0,47,1,0,0,19,6,,4.68,4.74,4.77,4.85,4.87,4.7,4.57,f,1,1,0,0,1.65
8.75617E+17,100%,98%,t,3,3,t,t,Beacon Hill,42.36017771,-71.06564076,Private room in condo,Private room,4,1,1,2,$160.00 ,2,27,t,18,42,72,343,123,39,3,81,62,234,37440,4.72,4.81,4.58,4.75,4.82,4.91,4.65,f,3,0,2,1,4.3
8.75622E+17,100%,98%,t,3,3,t,t,Beacon Hill,42.36003164,-71.06746992,Private room in condo,Private room,2,1,1,1,$76.00 ,2,27,t,3,16,38,288,168,62,3,47,80,255,19380,4.85,4.9,4.65,4.85,4.93,4.95,4.73,f,3,0,2,1,5.81
8.75636E+17,100%,98%,t,3,3,t,t,Beacon Hill,42.35817368,-71.06559135,Shared room in condo,Shared room,1,1,1,1,$68.00 ,2,27,t,16,43,73,345,113,40,3,82,55,240,16320,4.81,4.91,4.8,4.84,4.8,4.97,4.71,f,3,0,2,1,3.91
8.75929E+17,100%,100%,t,32,32,t,t,Fenway,42.35039487,-71.09370636,Entire rental unit,Entire home/apt,2,1,0,1,$140.00 ,2,365,t,3,21,51,298,92,40,4,60,35,240,33600,4.79,4.85,4.85,4.97,4.9,4.92,4.72,f,30,28,2,0,3.22
8.76342E+17,100%,100%,f,18,163,t,t,South End,42.34083,-71.0799,Entire rental unit,Entire home/apt,2,1,1,1,$323.00 ,1,14,t,20,43,73,343,14,11,1,82,4,66,21318,4.64,4.86,4.64,4.79,4.79,5,4.71,t,18,18,0,0,0.67
8.76996E+17,100%,100%,t,39,40,t,t,Brighton,42.34786,-71.14511,Entire rental unit,Entire home/apt,2,1,1,2,$247.00 ,1,1125,t,19,44,74,143,95,29,3,84,42,174,42978,4.85,4.81,4.93,4.78,4.93,4.87,4.69,t,39,39,0,0,3.37
8.78795E+17,100%,100%,t,5,5,t,t,Roxbury,42.33467152,-71.08334666,Entire home,Entire home/apt,7,2.5,3,4,$434.00 ,2,365,t,10,25,47,283,161,62,1,49,67,255,110670,4.96,4.94,4.94,4.99,4.98,4.6,4.81,f,5,5,0,0,5.5
8.79147E+17,100%,100%,f,19,19,t,t,Mission Hill,42.33389135,-71.10644747,Entire rental unit,Entire home/apt,2,1,0,1,$183.00 ,2,60,t,1,23,53,185,44,17,1,63,35,102,18666,4.75,4.73,4.82,4.95,4.84,4.75,4.48,f,19,19,0,0,2.09
8.79147E+17,100%,100%,f,19,19,t,t,Mission Hill,42.33285,-71.10488,Entire rental unit,Entire home/apt,2,1,0,1,$122.00 ,2,60,t,0,19,49,176,98,44,5,59,45,255,31110,4.83,4.85,4.85,4.93,4.94,4.79,4.49,f,19,19,0,0,3.65
8.81256E+17,N/A,100%,f,1,1,t,t,Roslindale,42.29281338,-71.13442632,Entire home,Entire home/apt,10,,4,,,3,1125,t,0,0,0,0,2,1,0,0,1,6,,5,5,5,5,5,5,5,f,1,1,0,0,0.07
8.82839E+17,100%,0%,f,1,1,f,t,South Boston,42.3295,-71.05785,Entire condo,Entire home/apt,2,1,1,1,$161.00 ,30,365,t,23,53,83,263,0,0,0,93,0,0,0,,,,,,,,f,1,1,0,0,
8.83552E+17,100%,58%,f,21,29,t,t,Dorchester,42.31941974,-71.0579171,Entire home,Entire home/apt,2,1,1,1,$109.00 ,31,365,t,29,58,87,362,0,0,0,96,0,0,0,,,,,,,,f,9,9,0,0,
8.83863E+17,100%,100%,t,1,4,t,t,East Boston,42.37885437,-71.03192744,Entire condo,Entire home/apt,2,1,1,1,$197.00 ,1,29,t,3,26,56,125,45,16,2,66,21,96,18912,4.89,4.89,4.91,4.86,4.93,4.7,4.84,f,1,1,0,0,1.55
8.83927E+17,100%,44%,t,2,6,t,t,South Boston,42.3361801,-71.02861689,Private room in condo,Private room,2,1,1,1,$179.00 ,1,60,t,20,46,75,85,37,9,0,85,37,54,9666,5,5,5,5,5,4.97,4.92,f,2,0,2,0,1.98
8.86121E+17,100%,64%,t,24,26,t,f,Dorchester,42.31940042,-71.05758102,Entire home,Entire home/apt,2,1,1,1,$101.00 ,29,365,t,27,55,83,357,1,0,0,92,0,0,0,5,5,5,5,5,5,5,f,7,7,0,0,0.04
8.86282E+17,50%,21%,f,1,2,t,t,Jamaica Plain,42.31445,-71.09751,Entire home,Entire home/apt,5,2,3,3,$251.00 ,2,7,t,18,48,78,353,11,3,0,88,4,18,4518,4.91,4.91,4.36,5,5,4.64,4.64,f,1,1,0,0,0.4
8.86762E+17,100%,96%,f,5084,5865,t,t,Back Bay,42.348645,-71.0793489,Entire rental unit,Entire home/apt,2,,,,,32,1125,t,0,0,0,267,0,0,0,1,0,0,,,,,,,,,t,343,343,0,0,
8.87652E+17,92%,98%,f,1,1,t,f,Dorchester,42.2905563,-71.0523528,Entire rental unit,Entire home/apt,6,1,2,3,$138.00 ,2,1125,t,4,8,8,24,82,43,3,8,17,255,35190,4.7,4.7,4.59,4.86,4.82,4.67,4.67,f,1,1,0,0,2.87
8.89356E+17,89%,99%,f,54,112,t,f,Downtown,42.3507,-71.06544,Entire loft,Entire home/apt,2,1,1,1,$206.00 ,29,1125,t,0,0,0,207,1,0,0,0,0,0,0,5,5,5,5,5,5,5,t,31,8,23,0,0.04
8.89981E+17,95%,91%,f,117,207,t,t,Roxbury,42.33726387,-71.08354304,Entire rental unit,Entire home/apt,4,2,2,2,$278.00 ,30,1125,t,20,20,50,308,4,0,0,59,0,0,0,5,5,5,4.75,5,4,4.75,f,33,33,0,0,0.15
8.90809E+17,100%,100%,t,1,1,t,t,Brighton,42.35666,-71.16563,Private room in home,Private room,2,1,1,1,$123.00 ,1,1125,t,11,37,62,337,51,19,0,72,27,114,14022,4.96,4.96,4.94,4.98,4.98,4.86,4.8,f,1,0,1,0,1.87
8.91562E+17,N/A,N/A,f,1,1,t,t,Jamaica Plain,42.3101345,-71.0990554,Entire rental unit,Entire home/apt,2,1,1,1,$153.00 ,91,365,,24,54,84,358,0,0,0,93,0,0,0,,,,,,,,f,1,1,0,0,
8.92196E+17,87%,76%,f,102,193,t,t,South Boston Waterfront,42.3496,-71.04379,Entire rental unit,Entire home/apt,8,2,3,7,$699.00 ,29,365,t,25,55,83,353,3,0,0,88,0,0,0,4.33,4,5,4.33,4.67,5,4.33,f,72,72,0,0,0.11
8.92245E+17,87%,76%,f,102,193,t,t,South Boston Waterfront,42.34869994,-71.04051557,Entire rental unit,Entire home/apt,6,,2,,,4,365,t,7,29,59,330,4,1,1,68,0,8,,5,5,5,5,5,4.25,5,t,72,72,0,0,0.14
8.92823E+17,N/A,92%,t,1,1,t,f,East Boston,42.36601492,-71.03041349,Entire rental unit,Entire home/apt,4,,2,,,2,1125,t,0,0,0,0,28,6,0,0,17,36,,5,4.96,4.93,4.96,5,4.82,4.86,f,1,1,0,0,1.15
8.92869E+17,100%,100%,f,8,10,t,t,Brighton,42.34677,-71.14316,Entire rental unit,Entire home/apt,4,2,2,2,$165.00 ,29,60,t,0,22,52,62,3,1,0,62,0,58,9570,5,4.67,4.67,5,5,4.67,4.33,t,8,8,0,0,0.11
8.93355E+17,100%,100%,f,40,74,t,t,Downtown,42.35758,-71.0556,Entire rental unit,Entire home/apt,4,2,2,2,$494.00 ,1,365,t,0,7,37,204,112,47,1,47,49,255,125970,4.72,4.77,4.85,4.88,4.88,4.87,4.67,f,40,40,0,0,3.97
8.93705E+17,87%,76%,f,102,193,t,t,Brighton,42.35924345,-71.15026073,Entire rental unit,Entire home/apt,6,2,2,5,$399.00 ,29,365,t,29,59,89,364,3,0,0,99,0,0,0,5,5,5,5,5,4.33,5,f,72,72,0,0,0.11
8.95844E+17,100%,100%,t,1,1,t,t,East Boston,42.39006728,-71.0059777,Entire rental unit,Entire home/apt,2,1,1,1,$209.00 ,3,1125,t,8,25,55,64,28,14,3,64,15,84,17556,5,4.96,4.89,4.96,5,4.86,4.89,f,1,1,0,0,1.06
8.9617E+17,100%,92%,t,3,3,t,t,Roslindale,42.28593804,-71.14666343,Entire rental unit,Entire home/apt,4,1,2,2,$207.00 ,29,365,t,30,60,90,180,12,4,0,100,6,232,48024,5,5,5,5,5,5,5,f,2,2,0,0,0.44
8.96498E+17,100%,34%,f,21,32,t,t,Hyde Park,42.25103653,-71.13272659,Entire rental unit,Entire home/apt,6,2,4,6,$189.00 ,30,365,t,0,0,0,212,4,2,0,0,4,120,22680,5,5,4.75,5,5,4.75,4.75,f,11,11,0,0,0.25
8.97901E+17,100%,98%,f,1,3,t,t,Roxbury,42.3150924,-71.085883,Private room in home,Private room,2,1,1,1,$56.00 ,2,14,t,3,18,22,193,57,27,3,22,28,162,9072,4.74,4.75,4.58,4.91,4.82,4.47,4.65,t,1,0,1,0,2.25
8.98508E+17,87%,89%,,11,14,t,t,Allston,42.3515002,-71.1408802,Entire home,Entire home/apt,5,1,2,2,$175.00 ,29,365,t,0,22,52,326,19,3,0,61,15,174,30450,4.89,4.95,4.84,4.95,4.84,4.74,4.74,f,4,4,0,0,0.79
8.99217E+17,100%,100%,f,1,1,t,t,Roxbury,42.32249307,-71.0836586,Entire rental unit,Entire home/apt,5,,2,,,180,213,t,0,0,0,0,8,0,0,0,4,0,,4.88,5,4.75,5,5,4.75,4.88,f,1,1,0,0,0.3
8.99258E+17,100%,97%,t,2,2,t,t,Beacon Hill,42.359189,-71.0672568,Entire rental unit,Entire home/apt,4,,2,,,91,365,t,4,4,4,20,2,1,0,4,0,182,,5,5,5,5,5,5,5,f,1,1,0,0,0.08
8.99769E+17,100%,96%,f,5084,5865,t,t,Chinatown,42.3522851,-71.0591088,Entire rental unit,Entire home/apt,4,2,2,2,$441.00 ,32,1125,t,0,0,0,191,0,0,0,0,0,0,0,,,,,,,,t,343,343,0,0,
9.00019E+17,N/A,80%,f,1,1,t,t,South End,42.34344683,-71.07304532,Entire rental unit,Entire home/apt,4,2.5,2,2,$547.00 ,3,365,t,0,0,0,4,19,3,0,0,6,18,9846,4.89,4.95,4.79,4.95,5,5,4.74,f,1,1,0,0,0.69
9.00761E+17,100%,100%,f,3,4,t,t,Dorchester,42.31315656,-71.05738075,Private room in home,Private room,1,1.5,1,1,$58.00 ,29,365,t,0,0,6,281,9,1,0,16,1,58,3364,4.78,4.89,4.78,5,5,4.56,5,f,3,0,3,0,0.33
9.01694E+17,100%,96%,f,10,22,t,t,Jamaica Plain,42.32367209,-71.10681705,Private room in home,Private room,2,1,1,1,$96.00 ,2,1125,t,10,10,21,110,3,0,0,30,0,0,0,4.67,5,4.67,5,5,4,4.33,f,10,1,9,0,0.11
9.01705E+17,100%,96%,f,10,22,t,t,Jamaica Plain,42.32423,-71.10498,Private room in home,Private room,2,1,1,1,$100.00 ,29,1125,t,0,0,7,281,4,0,0,16,1,0,0,5,5,4.75,5,5,5,4.75,f,10,1,9,0,0.15
9.01711E+17,100%,93%,,280,445,t,t,Beacon Hill,42.35916,-71.06762,Entire rental unit,Entire home/apt,3,1,1,1,$121.00 ,29,365,t,0,0,23,183,4,3,0,32,2,174,21054,5,4.75,4.75,5,5,5,4.25,f,115,52,63,0,0.3
9.03125E+17,91%,99%,f,2,2,t,f,Dorchester,42.28487357,-71.04756586,Entire guest suite,Entire home/apt,4,1,1,0,$143.00 ,2,1125,t,16,30,60,176,89,26,2,70,43,156,22308,4.78,4.85,4.75,4.93,4.76,4.8,4.62,f,2,2,0,0,3.22
9.03925E+17,87%,76%,f,102,193,t,t,Jamaica Plain,42.3284,-71.11054,Entire rental unit,Entire home/apt,5,2,2,5,$961.00 ,29,365,t,29,59,89,364,6,1,0,99,1,58,55738,4.83,5,5,5,4.83,4.67,4.5,f,72,72,0,0,0.22
9.04194E+17,100%,96%,f,5084,5865,t,t,Bay Village,42.34992,-71.06943,Entire rental unit,Entire home/apt,2,1,1,1,$355.00 ,32,1125,t,0,0,0,100,1,0,0,0,1,0,0,5,5,5,5,5,5,5,t,343,343,0,0,0.06
9.04496E+17,100%,57%,t,3,3,t,t,Dorchester,42.29326606,-71.05967808,Private room in rental unit,Private room,1,1,1,1,$66.00 ,32,365,t,0,0,11,191,6,2,0,21,2,128,8448,4.83,4.67,4.67,4.83,5,4.5,4.67,f,3,0,3,0,0.23
9.0497E+17,N/A,100%,f,1,1,t,t,Roxbury,42.32559287,-71.08601091,Private room in condo,Private room,2,,,,,1,7,t,0,0,0,0,63,1,0,0,22,6,,4.92,4.84,4.57,4.94,4.98,4.68,4.78,f,1,0,1,0,2.36
9.05626E+17,N/A,N/A,f,1,3,t,t,Mattapan,42.28164158,-71.09436312,Entire rental unit,Entire home/apt,8,1,3,3,$279.00 ,29,365,t,30,60,90,364,4,0,0,99,0,0,0,4.75,4.75,5,5,5,4.5,4.5,f,1,1,0,0,0.14
9.07907E+17,100%,97%,t,5,5,t,t,West Roxbury,42.27966723,-71.16040287,Entire rental unit,Entire home/apt,1,1,1,1,$140.00 ,5,365,t,7,15,15,241,28,14,3,15,16,140,19600,4.96,4.96,5,5,5,4.93,4.93,f,5,1,4,0,1.06
9.08672E+17,87%,76%,f,102,193,t,t,Brighton,42.36033,-71.14863,Entire rental unit,Entire home/apt,6,2,2,5,$499.00 ,29,365,t,29,59,89,364,8,0,0,99,0,0,0,4.75,4.75,4.88,4.88,5,4.13,4.63,f,72,72,0,0,0.3
9.0964E+17,100%,90%,t,5,11,t,t,Bay Village,42.3498155,-71.068324,Entire condo,Entire home/apt,8,3,3,5,$979.00 ,1,365,t,0,8,18,264,108,42,0,20,47,252,246708,4.95,4.95,4.97,4.9,4.95,4.97,4.8,f,3,3,0,0,3.96
9.09739E+17,100%,90%,t,5,11,t,t,Bay Village,42.349815,-71.068324,Entire condo,Entire home/apt,8,3,3,5,"$1,260.00 ",10,365,t,0,23,53,327,3,1,0,62,2,20,25200,5,4.67,4.67,5,5,4.67,4.33,f,3,3,0,0,0.15
9.09901E+17,100%,34%,f,21,32,t,t,Hyde Park,42.24348,-71.13853,Entire home,Entire home/apt,6,1,3,3,$143.00 ,30,365,t,6,23,53,327,0,0,0,62,0,0,0,,,,,,,,f,11,11,0,0,
9.12804E+17,100%,96%,f,5084,5865,t,t,Fenway,42.3465132,-71.1032136,Entire rental unit,Entire home/apt,2,1,1,1,$307.00 ,32,1125,t,0,0,0,130,1,0,0,0,1,0,0,5,5,5,5,5,5,5,t,343,343,0,0,0.08
9.12805E+17,100%,96%,f,5084,5865,t,t,Fenway,42.3465132,-71.1032136,Entire rental unit,Entire home/apt,4,1,2,2,$461.00 ,32,1125,t,24,54,84,359,0,0,0,93,0,0,0,,,,,,,,t,343,343,0,0,
9.12837E+17,90%,99%,t,2,2,t,t,Allston,42.3556715,-71.1375296,Entire rental unit,Entire home/apt,4,1,2,2,$321.00 ,2,30,t,15,39,69,159,62,22,1,79,31,132,42372,4.82,4.85,4.82,5,5,4.6,4.66,f,2,2,0,0,2.28
9.13146E+17,100%,100%,f,12,83,t,t,Dorchester,42.3172101,-71.0598517,Entire townhouse,Entire home/apt,16,4,6,10,$745.00 ,30,365,t,12,28,50,325,23,11,1,60,16,255,189975,4.91,4.74,4.96,4.96,5,4.78,4.87,t,2,2,0,0,1.15
9.13604E+17,N/A,N/A,f,1,2,t,t,Dorchester,42.28485,-71.05648,Private room in rental unit,Private room,2,1,1,1,$240.00 ,29,365,t,29,59,89,364,0,0,0,99,0,0,0,,,,,,,,f,1,0,1,0,
9.13634E+17,100%,29%,f,3,3,t,t,Dorchester,42.31611407,-71.0617305,Entire rental unit,Entire home/apt,3,1,2,2,$196.00 ,60,365,t,26,56,86,361,0,0,0,95,0,0,0,,,,,,,,f,3,3,0,0,
9.14458E+17,100%,100%,f,8,10,t,t,Brighton,42.34851754,-71.14247548,Entire rental unit,Entire home/apt,4,2,2,2,$170.00 ,29,60,t,0,22,52,61,2,1,1,61,0,58,9860,5,5,5,5,5,5,4.5,t,8,8,0,0,0.08
9.14541E+17,99%,100%,,19,19,t,t,South End,42.33779,-71.07638,Entire rental unit,Entire home/apt,2,,,,,1,365,t,21,51,81,149,78,31,4,90,30,186,,4.74,4.79,4.58,4.94,4.94,4.9,4.49,t,12,12,0,0,2.86
9.14595E+17,99%,100%,,19,19,t,t,South End,42.33833,-71.07799,Entire rental unit,Entire home/apt,2,1,0,1,$167.00 ,1,365,t,15,43,73,141,100,46,5,82,41,255,42585,4.78,4.73,4.84,4.96,4.94,4.88,4.6,t,12,12,0,0,3.64
9.14597E+17,99%,100%,,19,19,t,t,South End,42.33771319,-71.07617774,Entire rental unit,Entire home/apt,2,1,0,1,$201.00 ,1,365,t,21,51,81,149,59,24,3,90,21,144,28944,4.58,4.68,4.63,4.85,4.9,4.92,4.47,t,12,12,0,0,2.15
9.14621E+17,99%,100%,,19,19,t,t,South End,42.3397,-71.0766,Entire rental unit,Entire home/apt,4,1,0,2,$235.00 ,1,365,t,20,47,71,139,57,34,5,80,27,204,47940,4.75,4.82,4.8,4.93,4.91,4.73,4.57,t,12,12,0,0,2.08
