id,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
45680018,100%,96%,f,5084,5865,t,t,Fenway,42.34518,-71.08706,Entire rental unit,Entire home/apt,2,1,1,1,$289.00 ,32,1125,t,0,0,1,276,2,0,0,10,1,0,0,4,4,4,4.5,3.5,4.5,3.5,t,343,343,0,0,0.09
45680039,100%,96%,f,5084,5865,t,t,West End,42.3657336,-71.0669497,Entire rental unit,Entire home/apt,2,1,1,1,$259.00 ,32,1125,t,0,0,0,117,1,1,0,0,0,64,16576,3,5,3,1,3,5,3,t,343,343,0,0,0.91
45689060,90%,99%,t,266,1126,t,t,Leather District,42.35127,-71.05883,Entire rental unit,Entire home/apt,3,1,1,1,$230.00 ,32,270,t,9,39,69,338,0,0,0,78,0,0,0,,,,,,,,t,43,43,0,0,
45689070,90%,99%,t,266,1126,t,t,Leather District,42.35116,-71.05873,Entire rental unit,Entire home/apt,3,1,1,1,$240.00 ,32,270,t,7,37,67,336,0,0,0,76,0,0,0,,,,,,,,t,43,43,0,0,
45689076,90%,99%,t,266,1126,t,t,Downtown,42.3529624,-71.05988657,Entire rental unit,Entire home/apt,3,1,1,1,$245.00 ,32,270,t,0,0,0,143,0,0,0,0,0,0,0,,,,,,,,t,43,43,0,0,
45689110,90%,99%,t,266,1126,t,t,Downtown,42.35297,-71.05852,Entire rental unit,Entire home/apt,3,1,1,1,$235.00 ,32,270,t,9,39,69,338,0,0,0,78,0,0,0,,,,,,,,t,43,43,0,0,
45689363,90%,99%,t,266,1126,t,t,Downtown,42.35337,-71.05861,Entire rental unit,Entire home/apt,5,2,2,2,$310.00 ,32,270,t,0,4,34,303,0,0,0,43,0,0,0,,,,,,,,t,43,43,0,0,
45698782,98%,99%,f,448,2201,t,t,East Boston,42.36638,-71.04007,Entire serviced apartment,Entire home/apt,3,,,,,29,1125,t,29,59,89,363,5,0,0,98,0,0,,4.4,4.6,5,4.2,3.8,4.6,4,t,29,29,0,0,0.08
45699854,98%,99%,f,448,2201,t,t,East Boston,42.36638,-71.04007,Entire serviced apartment,Entire home/apt,3,,,,,29,1125,t,29,59,89,363,4,0,0,98,0,0,,4,4.5,4.5,3,3,5,3.75,t,29,29,0,0,0.07
45699883,98%,99%,f,448,2201,t,t,East Boston,42.36638,-71.04007,Entire serviced apartment,Entire home/apt,3,1,1,2,$354.00 ,29,1125,t,7,22,40,268,7,0,0,50,0,0,0,3.57,4.14,4.43,3.86,3.43,4.43,4.14,t,29,29,0,0,0.12
45717383,N/A,N/A,f,1,2,t,t,Charlestown,42.38063,-71.07014,Entire home,Entire home/apt,6,,3,,,3,28,t,0,0,0,0,46,0,0,0,0,0,,5,4.96,4.96,5,5,4.91,4.93,f,1,1,0,0,0.8
45726239,N/A,N/A,f,1,1,t,t,South End,42.34054,-71.06665,Entire rental unit,Entire home/apt,3,,2,,,91,150,t,0,0,0,0,0,0,0,0,0,0,,,,,,,,,f,1,1,0,0,
45844741,90%,97%,t,1,1,t,t,Dorchester,42.30736,-71.06375,Entire rental unit,Entire home/apt,3,1,3,4,$261.00 ,1,14,t,8,34,64,217,89,19,5,64,7,114,29754,4.88,4.86,4.84,4.95,4.93,4.55,4.77,t,1,1,0,0,1.66
45860458,N/A,N/A,f,1,1,t,t,Back Bay,42.35026,-71.08765,Entire rental unit,Entire home/apt,2,,1,,,91,1125,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,f,1,1,0,0,
45863993,N/A,N/A,f,1,1,t,t,East Boston,42.38109,-71.03078,Entire condo,Entire home/apt,2,,1,,,29,1125,t,0,0,0,0,3,0,0,0,0,0,,5,5,5,5,5,5,5,f,1,1,0,0,0.05
45972855,100%,100%,t,2,7,t,t,Jamaica Plain,42.31631,-71.09878,Entire rental unit,Entire home/apt,5,1,2,3,$297.00 ,2,369,t,4,19,46,226,75,10,0,56,16,60,17820,4.91,4.89,4.83,4.91,4.93,4.69,4.68,f,1,1,0,0,1.49
45989299,90%,99%,t,266,1126,t,t,South Boston Waterfront,42.35438,-71.04797,Entire rental unit,Entire home/apt,3,1,1,1,$295.00 ,32,270,t,20,50,80,350,0,0,0,90,0,0,0,,,,,,,,t,43,43,0,0,
45989309,90%,99%,t,266,1126,t,t,South Boston Waterfront,42.35469,-71.04609,Entire rental unit,Entire home/apt,5,2,2,2,$428.00 ,32,270,t,2,32,62,332,0,0,0,72,0,0,0,,,,,,,,t,43,43,0,0,
45990475,98%,99%,f,448,2201,t,t,East Boston,42.36638,-71.04007,Entire serviced apartment,Entire home/apt,3,,,,,29,1125,t,29,59,89,363,10,0,0,98,0,0,,4.2,4.1,4.6,3.9,4,4.4,4,t,29,29,0,0,0.17
46005070,98%,99%,f,448,2201,t,t,East Boston,42.36638,-71.04007,Entire serviced apartment,Entire home/apt,3,,,,,29,1125,t,29,59,89,363,41,0,0,98,2,0,,4.12,4.15,4.41,4.02,3.88,4.56,4.05,t,29,29,0,0,0.69
46005073,98%,99%,f,448,2201,t,t,East Boston,42.36638,-71.04007,Entire serviced apartment,Entire home/apt,3,,,,,29,1125,t,29,59,89,363,27,4,1,98,3,232,,4.33,4.59,4.78,3.93,4,4.81,3.96,t,29,29,0,0,0.46
46006191,98%,99%,f,448,2201,t,t,East Boston,42.36638,-71.04007,Entire serviced apartment,Entire home/apt,3,,,,,29,1125,t,26,56,86,360,9,1,1,95,0,58,,4.11,4.11,4.67,3.89,3.56,4.78,3.56,t,29,29,0,0,0.18
46006469,98%,99%,f,448,2201,t,t,East Boston,42.36638,-71.04007,Entire serviced apartment,Entire home/apt,3,,,,,29,1125,t,26,56,86,360,59,5,0,95,3,255,,4.2,4.29,4.56,4.08,4.07,4.75,4.22,t,29,29,0,0,1.02
46037756,N/A,N/A,f,2,2,t,t,Charlestown,42.38015,-71.06524,Entire home,Entire home/apt,6,,3,,,29,30,t,0,0,0,0,9,0,0,0,0,0,,5,5,5,5,5,4.89,5,t,1,1,0,0,0.17
46062311,100%,100%,f,79,112,t,t,Roxbury,42.329247,-71.092819,Private room in serviced apartment,Private room,1,1.5,1,0,$63.00 ,30,1125,t,0,22,52,211,10,6,0,61,4,255,16065,4.6,4.5,4.3,4.9,4.3,4.2,4.2,f,57,27,30,0,0.22
46074186,90%,99%,t,266,1126,t,t,Fenway,42.34507,-71.09626,Entire rental unit,Entire home/apt,3,1,1,1,$245.00 ,32,270,t,0,0,0,174,2,1,0,0,0,64,15680,4.5,4.5,4.5,5,4.5,5,4,t,43,43,0,0,0.05
46074220,90%,99%,t,266,1126,t,t,Fenway,42.34367,-71.09797,Entire rental unit,Entire home/apt,3,1,1,1,$274.00 ,32,270,t,2,32,62,331,1,0,0,71,1,0,0,5,5,5,5,5,4,4,t,43,43,0,0,0.07
46078424,N/A,N/A,f,1,1,t,t,Roxbury,42.3215,-71.07651,Private room in home,Private room,2,1,1,1,$70.00 ,91,95,t,30,60,90,365,0,0,0,99,0,0,0,,,,,,,,t,1,0,1,0,
46085675,90%,99%,t,266,1126,t,t,Fenway,42.34485,-71.09832,Entire rental unit,Entire home/apt,3,1,1,1,$235.00 ,32,270,t,29,59,89,345,3,0,0,99,0,0,0,5,5,5,5,5,5,5,t,43,43,0,0,0.06
46117175,90%,99%,t,266,1126,t,t,Fenway,42.3437,-71.09667,Entire rental unit,Entire home/apt,3,1,1,1,$240.00 ,32,270,t,0,22,52,322,0,0,0,62,0,0,0,,,,,,,,t,43,43,0,0,
46135135,89%,94%,f,19,49,t,t,North End,42.36745,-71.05735,Entire rental unit,Entire home/apt,5,1,0,3,$120.00 ,29,365,t,4,19,49,324,26,25,0,58,13,255,30600,4.92,4.88,4.92,5,5,4.88,4.85,f,14,12,2,0,2.13
46142810,90%,99%,t,266,1126,t,t,Fenway,42.34501,-71.09595,Entire rental unit,Entire home/apt,3,1,1,1,$235.00 ,32,270,t,0,25,55,324,1,1,0,64,1,64,15040,5,4,5,5,5,5,5,t,43,43,0,0,0.09
46170478,100%,100%,t,3,4,t,t,Dorchester,42.31687,-71.05668,Private room in rental unit,Private room,1,1,1,1,$85.00 ,30,60,t,0,0,2,277,5,3,1,12,3,180,15300,4.8,4.8,5,5,5,5,4.2,f,3,1,2,0,0.29
46237380,N/A,100%,t,1,1,t,t,Downtown,42.35881,-71.05191,Room in boutique hotel,Private room,2,1,1,1,$419.00 ,1,28,t,8,35,65,334,160,59,3,75,25,255,106845,4.86,4.88,4.94,4.94,4.81,4.96,4.68,t,1,0,1,0,3.04
46241939,N/A,N/A,f,1,1,t,t,South End,42.33929,-71.07687,Entire rental unit,Entire home/apt,4,,2,,,29,1125,t,0,0,0,0,1,0,0,0,0,0,,4,5,5,5,5,4,4,f,1,1,0,0,0.02
46326668,90%,99%,t,266,1126,t,t,Fenway,42.34323,-71.08618,Entire rental unit,Entire home/apt,5,2,2,2,$285.00 ,32,270,t,30,60,90,359,0,0,0,99,0,0,0,,,,,,,,t,43,43,0,0,
46332155,N/A,N/A,f,1,2,t,f,West Roxbury,42.29078,-71.15423,Entire condo,Entire home/apt,3,,1,,,45,1125,t,0,0,0,0,2,0,0,0,0,0,,5,5,4.5,5,4.5,5,5,f,1,1,0,0,0.04
46385021,100%,96%,f,5084,5865,t,t,Downtown,42.364773,-71.063143,Entire rental unit,Entire home/apt,2,1,1,1,$452.00 ,32,1125,t,0,0,0,146,1,0,0,0,0,0,0,5,5,5,5,5,5,5,t,343,343,0,0,0.03
46427592,,,t,,,,,Jamaica Plain,42.31294,-71.11617,Entire condo,Entire home/apt,3,1,1,1,$329.00 ,4,130,t,0,19,49,229,81,21,2,59,23,168,55272,4.84,4.77,4.83,4.81,4.88,4.96,4.64,f,1,1,0,0,1.46
46580146,N/A,N/A,f,1,1,t,t,Brighton,42.34886169,-71.16592407,Entire home,Entire home/apt,8,,3,,,3,3,t,0,0,0,0,9,0,0,0,0,0,,5,5,5,5,5,5,5,f,1,1,0,0,0.27
46697368,89%,92%,f,25,86,t,t,West End,42.36135,-71.06387,Entire rental unit,Entire home/apt,2,1,0,2,$240.00 ,29,1125,t,0,0,8,241,2,1,0,17,0,58,13920,5,5,4.5,5,5,5,5,f,9,9,0,0,0.07
46791156,90%,99%,t,266,1126,t,t,Fenway,42.34353,-71.08747,Entire rental unit,Entire home/apt,3,1,1,1,$215.00 ,32,270,t,0,0,6,275,1,0,0,15,0,0,0,5,4,4,5,4,5,3,t,43,43,0,0,0.04
46925307,95%,91%,f,117,207,t,t,Brighton,42.34319,-71.14389,Entire rental unit,Entire home/apt,6,1,2,4,$247.00 ,30,1125,t,0,19,49,203,17,0,0,59,0,0,0,4.94,4.94,4.82,4.94,5,4.88,4.71,f,33,33,0,0,0.38
46964831,100%,100%,f,39,74,t,t,Downtown,42.35702566,-71.06194776,Entire rental unit,Entire home/apt,8,2,4,4,$806.00 ,1,1125,t,5,11,11,11,303,75,5,11,57,255,205530,4.74,4.78,4.84,4.83,4.89,4.81,4.63,t,39,39,0,0,5.33
46966358,100%,100%,f,39,74,t,t,Downtown,42.3556336,-71.06034154,Entire serviced apartment,Entire home/apt,4,1,2,2,$585.00 ,1,1125,t,14,22,22,22,273,53,1,22,63,255,149175,4.76,4.85,4.86,4.89,4.91,4.83,4.63,t,39,39,0,0,4.71
46982246,100%,100%,f,39,74,t,t,Downtown,42.35746,-71.06085,Entire rental unit,Entire home/apt,8,2,4,4,$740.00 ,1,1125,t,3,11,11,11,321,55,4,11,62,255,188700,4.82,4.88,4.93,4.88,4.95,4.85,4.63,t,39,39,0,0,5.6
46982433,100%,100%,f,39,74,t,t,Downtown,42.35721,-71.06153,Entire rental unit,Entire home/apt,6,2,3,3,$666.00 ,1,1125,t,3,6,6,6,360,70,3,6,79,255,169830,4.76,4.8,4.89,4.83,4.85,4.78,4.63,t,39,39,0,0,6.23
46982800,100%,100%,f,39,74,t,t,Downtown,42.35666,-71.06026,Entire rental unit,Entire home/apt,8,2,4,4,$695.00 ,1,1125,t,6,9,9,9,259,58,2,9,68,255,177225,4.78,4.87,4.91,4.9,4.92,4.88,4.71,t,39,39,0,0,4.86
46983441,100%,100%,f,39,74,t,t,Downtown,42.35575107,-71.06242662,Entire rental unit,Entire home/apt,8,2,4,4,$655.00 ,1,1125,t,3,10,10,10,279,58,3,10,58,255,167025,4.81,4.81,4.86,4.87,4.92,4.86,4.62,t,39,39,0,0,4.81
46983650,100%,100%,f,39,74,t,t,Downtown,42.3571,-71.06069,Entire rental unit,Entire home/apt,8,2,4,4,$836.00 ,1,1125,t,4,9,9,9,323,72,3,9,64,255,213180,4.8,4.82,4.86,4.83,4.91,4.85,4.64,t,39,39,0,0,5.73
46984210,100%,99%,f,6,6,t,t,Downtown,42.35505674,-71.062212,Entire rental unit,Entire home/apt,2,1,0,1,$211.00 ,2,500,t,3,15,42,247,92,11,0,51,3,66,13926,4.32,4.33,4.33,4.73,4.88,4.88,4.32,f,6,5,1,0,1.76
46984660,100%,99%,f,6,6,t,t,Downtown,42.35505676,-71.06221008,Entire rental unit,Entire home/apt,2,1,1,2,$221.00 ,2,120,t,5,22,52,257,120,6,0,61,21,36,7956,4.46,4.64,4.5,4.88,4.93,4.83,4.44,f,6,5,1,0,2.07
47052910,90%,99%,t,266,1126,t,t,Downtown,42.35943,-71.05776,Entire rental unit,Entire home/apt,3,,1,,,32,270,t,30,60,90,359,2,0,0,99,0,0,,4.5,3.5,5,5,4.5,5,4.5,t,43,43,0,0,0.04
47091672,100%,96%,f,5084,5865,t,t,Brighton,42.3469948,-71.1452694,Entire rental unit,Entire home/apt,2,1,1,1,$337.00 ,32,1125,t,23,53,83,358,1,0,0,93,0,0,0,4,5,5,5,2,5,3,t,343,343,0,0,0.02
47091700,100%,96%,f,5084,5865,t,t,Brighton,42.3469948,-71.1452694,Entire rental unit,Entire home/apt,2,1,1,1,$318.00 ,32,1125,t,0,0,0,116,0,0,0,0,0,0,0,,,,,,,,t,343,343,0,0,
47092198,100%,96%,f,5084,5865,t,t,Brighton,42.3469948,-71.1452694,Entire rental unit,Entire home/apt,2,1,1,1,$244.00 ,32,1125,t,0,0,0,113,0,0,0,0,0,0,0,,,,,,,,t,343,343,0,0,
47097863,N/A,N/A,f,1,1,t,t,Chinatown,42.34947,-71.06196,Entire rental unit,Entire home/apt,2,,,,,91,1125,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,f,1,1,0,0,
47137042,40%,0%,f,2,2,t,t,Roslindale,42.28834,-71.13646,Entire rental unit,Entire home/apt,2,1,2,1,$124.00 ,29,90,t,0,0,22,297,9,0,0,32,0,0,0,4.67,4.78,4.67,5,5,4.89,4.56,f,2,2,0,0,0.16
47216060,N/A,N/A,f,1,1,t,t,East Boston,42.36999,-71.03631,Private room in condo,Private room,1,,,,,91,365,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,f,1,0,1,0,
47272572,N/A,N/A,f,1,1,t,t,Fenway,42.34219,-71.08686,Private room in rental unit,Private room,1,,,,,100,400,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,f,1,0,1,0,
47353361,100%,92%,t,11,17,t,t,Charlestown,42.37473,-71.06101,Entire rental unit,Entire home/apt,4,1,1,0,$290.00 ,3,28,t,0,7,25,25,18,5,0,25,8,30,8700,4.94,4.94,4.94,4.89,5,5,4.83,f,6,3,3,0,0.38
